Figure 1.1.1. Chinese Equity Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. A-Share Price/Earnings Ratios,,,,,,,,,2. China: Equity Market Valuations Relative to Peers,,,,,3. China: Outstanding Amount of Margin Lending for Equities,,,,,4. Liquidity of Securities Firms,,,,,,,,,,5. Securities Firms’ Leverage,,,,,,,,,,,,,,,6. Trading Status of All A-Shares,,,,
   (Distribution; percent),,,,,,,,,    (Percent premium over peers),,,,,,,,,,    (Cash as a percentage of short-term debt),,,,,,,,,,    (Total common equity as a percentage of assets),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,<0,0-10,42328,20-50,50-100,100-200,>200,,,,Emerging markets,Advanced economies,,,"Balance of margin purchase and short sale (billion renminbi, left scale)","Margin purchases (percent of total free-float market capitalization, right scale)",,,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,,,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,,,Suspended,Limit-up,Limit-down,Other traded A-shares
7/10/2013,10.24,6.22,18.94,37.72,14.96,6.71,5.2,,,,,,,7/24/2015,1457.89,6.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/24/2015,18.74100719,3.81294964,0.107913669,77.3381295
7/11/2013,10.24,5.73,18.29,38.17,15.45,6.91,5.2,,,,,,,7/27/2015,1430.07,6.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/27/2015,19.02877698,0.935251799,62.73381295,17.30215827
7/12/2013,10.24,5.93,18.21,38.01,15.57,6.83,5.2,,,,,,,7/28/2015,1382.29,6.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/28/2015,18.92086331,2.302158273,12.26618705,66.51079137
7/15/2013,10.24,5.85,17.6,37.85,16.22,6.99,5.24,,,,,,,7/29/2015,1372.4,6.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/29/2015,18.5971223,14.38848921,0.215827338,66.79856115
7/16/2013,10.24,5.77,17.15,38.05,16.34,7.07,5.37,,,,,,,7/30/2015,1371.15,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/30/2015,18.41726619,1.079136691,3.237410072,77.26618705
7/17/2013,10.24,6.02,17.68,37.6,16.1,7.03,5.33,,,,,,,7/31/2015,1338.66,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/31/2015,18.1294964,2.697841727,2.625899281,76.54676259
7/18/2013,10.24,6.22,17.72,37.24,16.22,7.07,5.28,,,,,,,8/3/2015,1297.29,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2015,18.41726619,2.553956835,17.1942446,61.83453237
7/19/2013,10.24,6.34,18.58,37.03,15.69,6.87,5.24,,,,,,,8/4/2015,1313.01,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/4/2015,18.52517986,23.1294964,0.575539568,57.76978417
7/22/2013,10.24,6.38,17.89,36.79,16.3,7.03,5.37,,,,,,,8/5/2015,1312.61,6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/5/2015,18.38129496,3.201438849,0.467625899,77.94964029
7/23/2013,10.24,6.18,17.07,36.87,17.15,7.11,5.37,,,,,,,8/6/2015,1308.81,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/6/2015,18.41726619,2.985611511,0.71942446,77.87769784
7/24/2013,10.24,6.22,16.83,36.46,17.6,7.2,5.45,,,,,,,8/7/2015,1317.33,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/7/2015,18.38129496,6.978417266,0.107913669,74.5323741
7/25/2013,10.24,6.3,17.36,37.07,16.63,7.03,5.37,,,,,,, 8/10/2015,1340.54,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/10/2015,18.45323741,10.86330935,0,70.68345324
7/26/2013,10.2,6.3,17.44,37.03,16.59,7.07,5.37,,,,,,, 8/11/2015,1354.36,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/11/2015,18.16546763,4.496402878,0.071942446,77.26618705
7/29/2013,10.2,6.79,17.93,36.38,16.59,6.91,5.2,,,,,,, 8/12/2015,1358.98,6.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/12/2015,18.16546763,2.410071942,0.251798561,79.17266187
7/30/2013,10.24,6.54,17.97,36.83,16.3,6.83,5.28,,,,,,, 8/13/2015,1372.73,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/13/2015,18.02158273,5.935251799,0.179856115,75.86330935
7/31/2013,10.33,6.5,17.76,37.03,16.3,6.79,5.28,,,,,,, 8/14/2015,1377.99,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/14/2015,17.55395683,5,0.179856115,77.26618705
8/1/2013,10.33,6.26,16.79,37.03,17.15,7.07,5.37,,,,,,, 8/17/2015,1392.79,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/17/2015,17.58992806,6.438848921,0.503597122,75.4676259
8/2/2013,10.28,6.26,16.83,36.99,17.07,7.2,5.37,,,,,,, 8/18/2015,1372.35,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/18/2015,17.55395683,0.863309353,55.25179856,26.33093525
8/5/2013,10.28,6.02,16.34,36.91,17.56,7.52,5.37,,,,,,, 8/19/2015,1365.36,6.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/19/2015,17.37410072,6.223021583,0.323741007,76.07913669
8/6/2013,10.28,5.77,16.42,37.07,17.52,7.52,5.41,,,,,,, 8/20/2015,1357.33,6.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/20/2015,17.23021583,1.582733813,4.676258993,76.51079137
8/7/2013,10.28,5.85,16.59,37.15,17.48,7.28,5.37,,,,,,, 8/21/2015,1326.93,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/21/2015,17.12230216,0.287769784,12.23021583,70.35971223
8/8/2013,10.33,5.89,16.34,36.91,17.93,7.28,5.33,,,,,,, 8/24/2015,1248.43,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/24/2015,17.26618705,0.215827338,75.21582734,7.302158273
8/9/2013,10.33,5.69,16.34,37.24,17.76,7.28,5.37,,,,,,, 8/25/2015,1162.92,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/25/2015,17.37410072,0.107913669,67.44604317,15.07194245
8/12/2013,10.33,5.49,15.81,37.8,17.76,7.44,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/26/2015,17.8057554,1.654676259,23.23741007,57.30215827
8/13/2013,10.45,5.37,15.57,38.01,17.64,7.6,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/27/2015,18.48920863,8.669064748,0.971223022,71.8705036
8/14/2013,10.57,5.49,15.81,37.6,17.6,7.56,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/28/2015,18.16546763,20.32374101,0.215827338,61.29496403
8/15/2013,10.61,5.53,16.3,37.48,17.36,7.48,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/2015,17.94964029,1.54676259,10.50359712,70
8/16/2013,10.73,5.65,16.71,37.8,16.71,7.32,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/1/2015,17.91366906,0.467625899,36.94244604,44.67625899
8/19/2013,10.73,5.53,16.14,37.6,17.28,7.56,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/2/2015,17.73381295,1.115107914,12.41007194,68.74100719
8/20/2013,11.1,5.65,16.06,37.56,17.07,7.48,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/7/2015,18.05755396,2.517985612,1.258992806,78.16546763
8/21/2013,11.26,5.57,16.02,37.07,17.32,7.68,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/8/2015,17.3381295,12.08633094,0.683453237,69.89208633
8/22/2013,11.5,5.57,16.06,37.15,17.28,7.4,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2013,11.54,5.77,15.81,36.99,17.44,7.52,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2013,11.75,5.53,15.24,37.11,17.97,7.56,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2013,12.2,5.33,15.2,37.11,17.85,7.6,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2013,12.4,5.37,15.49,36.95,17.89,7.32,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2013,12.76,5.33,15.33,36.91,17.97,7.24,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2013,13.13,5.04,16.02,37.6,17.2,6.79,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2013,13.13,5.2,15.61,37.32,17.48,6.95,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2013,13.13,5.2,14.76,37.68,17.8,7.11,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2013,13.13,5.24,14.8,37.6,17.89,7.03,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2013,13.13,5.28,14.92,37.28,17.93,7.15,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2013,13.13,5.2,14.67,37.15,18.29,7.2,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2013,13.13,4.92,14.63,37.6,18.05,7.24,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2013,13.13,4.84,14.31,37.8,18.13,7.32,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2013,13.13,4.67,14.55,38.21,17.6,7.44,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2013,13.13,4.55,14.72,38.41,17.4,7.36,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2013,13.13,4.59,14.88,37.76,17.68,7.48,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2013,13.13,4.63,14.51,37.89,17.97,7.36,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2013,13.13,4.96,14.72,37.93,17.72,7.11,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2013,13.13,4.92,14.51,38.21,17.56,7.24,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2013,13.17,4.92,14.51,38.2,17.55,7.23,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2013,13.17,4.92,14.51,38.2,17.55,7.23,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2013,13.17,4.79,14.1,37.67,18.16,7.64,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2013,13.17,4.67,14.34,37.26,18.41,7.68,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2013,13.17,4.67,14.26,37.75,17.92,7.72,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2013,13.17,5.32,14.26,37.63,17.64,7.56,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2013,13.17,5.24,14.43,37.22,17.84,7.68,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2013,13.04,5.24,14.63,37.42,17.03,7.8,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2013,13.04,5.24,14.63,37.42,17.03,7.8,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2013,13.04,5.24,14.63,37.42,17.03,7.8,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2013,13.04,5.24,14.63,37.42,17.03,7.8,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2013,13.04,5.24,14.63,37.42,17.03,7.8,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2013,13.04,5.24,14.63,37.42,17.03,7.8,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2013,13.04,5.12,14.51,37.3,17.31,7.8,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2013,13.04,4.96,14.43,36.85,17.68,8.09,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2013,13.04,4.96,14.38,37.26,17.31,8.13,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2013,13.04,4.79,14.1,37.55,17.43,8.13,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2013,13.04,4.67,13.9,37.34,17.8,8.13,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2013,13.12,4.67,13.77,37.55,17.43,8.45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2013,13.12,4.96,14.38,37.75,16.98,8,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2013,13.12,5,14.18,37.63,17.27,7.92,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2013,13.17,5,14.14,37.63,17.07,7.96,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2013,13.12,4.92,13.61,37.34,17.59,8.29,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2013,13.21,5,13.73,37.51,17.23,8.25,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2013,13.25,5.08,14.47,37.51,16.86,7.88,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2013,13.21,5.08,14.67,37.51,16.86,7.76,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2013,13.57,5.28,14.75,37.71,16.33,7.6,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2013,13.69,5.32,14.75,37.34,16.86,7.31,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2013,13.73,5.53,15.48,37.3,16.33,7.11,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2013,13.98,5.36,15.12,37.18,16.66,7.31,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2013,14.55,5.36,15.24,37.34,16.29,7.03,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2013,14.55,5.36,15.24,37.55,16.21,6.99,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2013,14.55,5.36,15.08,37.71,16.13,6.99,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2013,14.55,5.2,14.91,37.55,16.33,7.31,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2013,14.55,5.2,15.2,37.42,16.42,6.99,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2013,14.55,5.36,15.48,37.34,16.09,6.91,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2013,14.55,5.57,15.81,37.26,15.64,6.91,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2013,14.55,5.61,15.4,37.34,15.97,6.91,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2013,14.55,5.53,15.24,37.42,16.05,6.99,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
